customer_id,recency,frequency,monetary,rfm_score,customer_segment
15839,33,3,1048.49,433,Regular
17578,218,7,1047.33,243,Regular
17474,599,1,1047.0,123,Regular
15091,67,3,1046.61,333,Regular
14108,30,4,1044.96,433,Regular
17042,2,5,1044.3799999999999,543,Regular
13359,63,2,1043.31,333,Regular
16991,421,1,1041.21,123,Regular
13613,452,5,1039.8500000000001,143,Regular
13873,119,8,1038.92,343,Regular
12486,431,1,1037.28,123,Regular
17869,107,7,1036.16,343,Regular
14902,25,3,1035.6200000000001,433,Regular
17926,133,5,1035.49,343,Regular
16260,50,1,1035.45,423,Regular
16787,397,4,1035.43,233,Regular
13258,11,5,1035.18,543,Regular
16441,67,5,1034.43,343,Regular
12811,260,5,1033.9,243,Regular
17980,165,4,1033.42,333,Regular
17724,71,3,1033.0,333,Regular
14248,318,3,1032.95,233,Regular
13000,106,4,1032.5,333,Regular
17405,1,3,1031.41,533,Regular
13235,212,1,1031.07,223,Regular
16385,60,5,1030.61,343,Regular
16198,75,2,1030.0410000000002,333,Regular
16284,31,3,1029.77,433,Regular
14932,365,2,1029.66,233,Regular
15333,208,1,1028.56,223,Regular
16682,4,5,1028.0,543,Regular
15104,196,2,1027.44,233,Regular
16227,225,3,1027.22,233,Regular
15887,406,3,1027.15,233,Regular
13956,5,5,1026.42,543,Regular
17749,178,3,1026.18,333,Regular
16160,65,2,1025.44,333,Regular
13602,64,4,1025.17,333,Regular
17310,387,2,1025.1,233,Regular
17362,239,7,1024.04,243,Regular
16568,427,2,1020.9000000000001,133,Regular
12572,8,2,1020.42,533,Regular
13376,99,3,1019.76,333,Regular
18142,157,2,1019.52,333,Regular
12403,49,2,1019.36,433,Regular
12828,2,6,1018.71,543,Regular
12905,576,2,1018.42,133,Regular
12793,334,3,1017.33,233,Regular
15970,303,2,1017.32,233,Regular
12652,331,2,1017.03,233,Regular
13641,640,5,1016.47,143,Regular
16898,26,5,1016.37,443,Regular
17299,11,6,1016.08,543,Regular
13333,411,3,1015.74,133,Regular
17860,368,4,1015.54,233,Regular
13867,31,3,1015.29,433,Regular
16623,245,4,1015.24,233,Regular
14355,365,3,1014.45,233,Regular
14953,25,4,1013.77,433,Regular
12410,308,3,1013.71,233,Regular
13466,184,5,1013.35,343,Regular
12642,25,3,1013.26,433,Regular
15951,8,3,1013.17,533,Regular
16451,87,3,1013.1500000000001,333,Regular
15025,33,2,1013.09,433,Regular
17197,29,1,1013.01,423,Regular
16435,512,3,1011.57,133,Regular
15713,143,4,1010.79,333,Regular
13039,584,4,1010.73,133,Regular
16572,127,3,1009.6,333,Regular
12862,425,2,1008.3199999999999,133,Regular
14510,375,3,1007.28,233,Regular
16287,169,5,1006.98,343,Regular
13429,10,4,1006.8,533,Regular
13238,17,6,1006.63,543,Regular
15771,604,3,1006.5400000000001,133,Regular
12703,71,4,1006.53,333,Regular
13427,19,6,1006.53,443,Regular
13549,25,8,1005.8,443,Regular
17329,14,5,1004.4300000000001,543,Regular
14214,30,5,1004.38,443,Regular
15363,372,2,1004.11,233,Regular
18160,57,3,1003.88,433,Regular
17987,185,5,1003.64,343,Regular
14157,19,5,1002.7800000000001,443,Regular
12446,57,1,1002.3100000000001,423,Regular
17237,11,4,1002.08,533,Regular
16535,5,3,1001.59,533,Regular
16122,73,6,1001.34,343,Regular
13857,393,6,1001.01,243,Regular
17464,158,3,1000.94,333,Regular
14255,546,1,1000.63,123,Regular
12545,75,2,1000.39,333,Regular
15508,189,6,1000.27,243,Regular
18143,116,2,1000.16,333,Regular
13005,173,4,999.68,333,Regular
12413,66,4,999.45,333,Regular
17205,53,3,999.35,433,Regular
16863,31,3,998.52,433,Regular
17631,1,7,998.49,543,Regular
18006,23,4,997.86,433,Regular
12722,85,4,997.63,333,Regular
13965,476,3,996.61,133,Regular
17883,3,7,995.85,543,Regular
16699,380,7,994.6,243,Regular
13292,38,5,994.51,443,Regular
16009,22,4,992.71,433,Regular
14223,92,3,991.13,333,Regular
13559,512,2,990.0,133,Regular
13245,50,2,989.22,433,Regular
15973,366,3,988.44,233,Regular
15176,667,1,988.0400000000001,123,Regular
16130,422,4,987.48,133,Regular
18237,2,5,987.1,543,Regular
16376,8,2,987.01,533,Regular
16661,540,4,986.63,133,Regular
13439,255,3,986.61,233,Regular
16254,378,3,985.14,233,Regular
17144,1,2,984.57,533,Regular
14142,373,2,983.15,233,Regular
15109,245,3,983.1,233,Regular
14138,1,2,982.3800000000001,533,Regular
12541,29,3,981.18,433,Regular
12543,448,1,980.25,123,Regular
14230,435,3,979.8000000000001,133,Regular
17369,455,1,979.1999999999999,123,Regular
13350,16,2,979.12,533,Regular
17221,7,5,978.52,543,Regular
15132,18,5,977.9300000000001,543,Regular
14454,376,5,977.3,243,Regular
17123,161,3,977.17,333,Regular
15247,122,3,976.06,333,Regular
15406,31,4,975.87,433,Regular
15165,373,1,975.5,223,Regular
15646,157,5,974.61,343,Regular
15449,26,3,974.52,433,Regular
12994,4,3,974.42,533,Regular
17958,116,2,973.88,333,Regular
12525,498,3,973.73,133,Regular
14350,274,3,972.03,233,Regular
17100,18,2,971.74,533,Regular
15208,1,6,970.52,543,Regular
13223,200,6,969.1200000000001,243,Regular
15907,3,3,967.45,533,Regular
13204,731,1,966.6600000000001,123,Regular
15084,379,2,965.2,233,Regular
12550,79,1,964.83,323,Regular
16763,198,2,964.6999999999999,233,Regular
17081,25,6,964.39,443,Regular
15268,478,3,961.9000000000001,133,Regular
15156,1,3,961.49,533,Regular
17544,390,3,960.69,233,Regular
14994,382,5,960.63,243,Regular
16518,61,4,959.37,333,Regular
14629,4,2,959.01,533,Regular
14437,365,5,958.84,243,Regular
12588,39,4,958.78,433,Regular
12675,553,2,958.5,133,Regular
18192,71,1,957.97,323,Regular
14958,147,6,957.9399999999999,343,Regular
17189,106,5,957.63,343,Regular
12697,28,3,957.59,433,Regular
17298,101,5,957.5600000000001,343,Regular
17516,15,6,957.55,543,Regular
17080,22,7,957.53,443,Regular
17172,78,3,956.5699999999999,333,Regular
16141,88,2,955.94,333,Regular
12990,31,7,955.5,443,Regular
16947,235,5,955.21,243,Regular
12505,408,1,955.2,223,Regular
15430,467,2,954.75,133,Regular
15835,44,4,954.09,433,Regular
18001,12,6,953.84,543,Regular
12414,217,6,952.41,243,Regular
14615,394,5,951.76,243,Regular
17955,198,6,949.9,243,Regular
12767,375,1,949.82,223,Regular
13046,30,3,949.25,433,Regular
13636,36,5,949.12,443,Regular
15177,425,1,948.9300000000001,123,Regular
12822,70,2,948.88,333,Regular
12874,385,2,948.42,233,Regular
15787,26,3,948.05,433,Regular
15723,364,4,947.65,233,Regular
12355,214,2,947.61,233,Regular
16362,32,6,946.94,443,Regular
16136,59,4,946.8,333,Regular
16861,59,5,946.59,343,Regular
17356,311,5,946.47,243,Regular
16146,157,4,946.38,333,Regular
17604,217,6,945.9300000000001,243,Regular
15707,35,4,945.58,433,Regular
18217,29,4,945.04,433,Regular
16204,23,3,944.24,433,Regular
13261,268,2,944.1,233,Regular
16199,392,7,942.75,243,Regular
12942,131,3,942.65,333,Regular
15385,40,3,942.08,433,Regular
18156,12,2,941.1700000000001,533,Regular
14326,242,3,940.98,233,Regular
17363,395,3,940.86,233,Regular
13416,43,3,940.8000000000001,433,Regular
15576,37,1,940.6700000000001,423,Regular
15107,311,9,940.35,253,Regular
13936,179,3,939.66,333,Regular
16109,218,3,939.48,233,Regular
17527,53,4,939.37,433,Regular
14605,374,4,937.16,233,Regular
17020,542,2,935.62,133,Regular
17472,191,4,935.1,233,Regular
14140,3,2,935.05,533,Regular
16781,372,2,934.25,233,Regular
15792,399,2,933.84,233,Regular
16657,9,4,933.62,533,Regular
18154,3,5,932.6,543,Regular
18133,212,1,931.4999999999999,223,Regular
12396,674,1,931.43,123,Regular
13465,446,2,931.12,133,Regular
14924,245,3,931.01,233,Regular
15957,31,3,930.1,433,Regular
16034,196,6,928.72,243,Regular
14338,161,3,928.1,333,Regular
13288,443,5,927.61,143,Regular
15243,74,2,927.2800000000001,333,Regular
17805,73,2,927.03,333,Regular
16975,423,3,926.12,133,Regular
12745,486,3,925.41,133,Regular
13805,52,2,924.6,433,Regular
17864,12,5,924.32,543,Regular
14128,60,3,924.21,333,Regular
17143,417,2,924.11,133,Regular
16643,245,2,923.11,233,Regular
13034,54,3,922.68,433,Regular
17322,376,5,922.59,243,Regular
15654,9,2,922.5300000000001,533,Regular
13122,94,2,922.39,333,Regular
13934,263,1,922.1,223,Regular
12638,33,2,921.49,433,Regular
14272,73,4,920.81,333,Regular
12998,492,3,920.08,133,Regular
14568,435,1,919.6999999999999,123,Regular
13075,129,1,919.61,323,Regular
13872,527,3,919.57,133,Regular
15304,60,9,919.5500000000001,353,Regular
17760,21,6,918.93,443,Regular
16387,322,5,918.55,243,Regular
15542,512,3,918.45,133,Regular
14342,21,6,918.44,443,Regular
12368,628,1,917.6999999999999,123,Regular
14061,507,3,917.43,133,Regular
14015,52,1,917.34,423,Regular
14423,218,3,916.6099999999999,233,Regular
14549,311,4,916.5500000000001,233,Regular
13573,50,6,916.47,443,Regular
14176,297,5,916.01,243,Regular
14839,418,3,915.28,133,Regular
14141,2,4,915.1300000000001,533,Regular
16216,267,1,914.9300000000001,223,Regular
12940,54,2,913.54,433,Regular
15364,95,2,913.19,333,Regular
14359,19,3,912.18,433,Regular
15244,65,3,912.08,333,Regular
14289,8,6,911.26,543,Regular
14133,129,4,911.14,333,Regular
15919,19,2,910.61,433,Regular
16138,378,3,910.35,233,Regular
16411,19,4,910.1899999999999,433,Regular
15511,11,5,909.23,543,Regular
13548,96,3,908.99,333,Regular
13038,80,3,908.46,333,Regular
15097,4,3,908.3499999999999,533,Regular
14729,373,3,907.38,233,Regular
14714,24,4,906.24,433,Regular
14969,703,1,906.23,123,Regular
12808,36,5,906.1,443,Regular
13255,9,3,904.46,533,Regular
15180,367,3,904.4300000000001,233,Regular
17746,240,4,904.1800000000001,233,Regular
17176,201,3,902.3199999999999,233,Regular
17382,65,8,902.28,343,Regular
17480,77,2,902.03,333,Regular
17566,8,2,901.21,533,Regular
15900,23,4,900.4,433,Regular
17226,308,3,900.12,233,Regular
12945,288,2,900.11,233,Regular
16442,1,5,899.47,543,Regular
16834,227,2,898.96,233,Regular
15710,417,1,898.87,123,Regular
17537,29,2,897.62,433,Regular
16361,9,4,896.66,533,Regular
15992,3,3,896.6,533,Regular
16784,19,5,896.53,443,Regular
13996,386,2,895.7600000000001,233,Regular
13569,17,4,893.78,533,Regular
15066,53,1,893.59,423,Regular
12772,59,1,892.47,323,Regular
17155,17,7,892.46,543,Regular
15393,16,5,891.34,543,Regular
14065,389,3,891.02,233,Regular
15824,453,2,890.94,133,Regular
16228,385,3,890.8100000000001,233,Regular
17968,373,4,888.04,233,Regular
17708,187,4,887.9300000000001,333,Regular
16900,16,3,887.11,533,Regular
14686,414,5,885.83,143,Regular
17704,168,2,885.19,333,Regular
13166,283,2,884.18,233,Regular
18141,401,2,882.47,233,Regular
12680,0,4,880.81,533,Regular
17361,49,5,880.64,443,Regular
16677,411,2,880.62,133,Regular
13937,169,2,880.13,333,Regular
14551,18,7,880.04,543,Regular
14612,415,1,877.7,123,Regular
15653,92,2,877.4399999999999,333,Regular
14645,156,3,876.89,333,Regular
13768,726,2,875.97,133,Regular
18043,24,3,875.97,433,Regular
14681,71,6,875.15,343,Regular
14508,22,5,874.94,443,Regular
16513,4,4,874.59,533,Regular
15469,50,3,874.25,433,Regular
17223,310,3,873.53,233,Regular
15224,358,5,871.36,243,Regular
13200,19,4,870.09,433,Regular
14753,87,2,869.51,333,Regular
16948,138,7,868.77,343,Regular
16357,33,4,868.37,433,Regular
17167,379,3,867.11,233,Regular
17358,303,5,866.05,243,Regular
16567,194,2,865.6,233,Regular
13922,351,3,865.2,233,Regular
14600,305,2,865.1700000000001,233,Regular
13891,378,3,863.5600000000001,233,Regular
15870,32,4,862.61,433,Regular
16668,15,13,862.42,553,Regular
15483,161,10,862.2,353,Regular
12787,9,4,862.18,533,Regular
15012,53,3,860.62,433,Regular
12794,53,2,860.41,433,Regular
13339,200,1,860.12,223,Regular
14372,443,2,860.08,133,Regular
17064,58,3,859.35,433,Regular
12440,462,2,859.2,133,Regular
15287,22,5,856.03,443,Regular
17161,444,1,856.01,123,Regular
13991,12,6,855.97,543,Regular
12878,236,2,854.99,233,Regular
13945,394,2,854.15,233,Regular
14873,210,2,854.13,233,Regular
16877,12,6,853.72,543,Regular
17349,179,5,852.25,343,Regular
15266,338,5,852.21,243,Regular
16070,22,2,852.15,433,Regular
12696,434,2,851.91,133,Regular
17674,74,2,851.7,333,Regular
13479,200,4,851.37,233,Regular
16020,16,3,851.01,533,Regular
18108,254,3,848.8100000000001,233,Regular
16798,554,3,848.71,133,Regular
12713,0,1,848.55,523,Regular
15264,64,2,848.4,333,Regular
15784,467,2,848.3299999999999,133,Regular
14202,381,3,847.76,233,Regular
13221,240,2,847.41,233,Regular
13487,57,5,846.87,443,Regular
16924,21,3,846.75,433,Regular
13970,386,2,846.55,223,Regular
14087,2,3,846.22,533,Regular
14803,162,3,845.55,333,Regular
18078,217,4,844.6,233,Regular
16500,4,9,843.91,553,Regular
14922,393,2,843.74,223,Regular
15070,372,3,843.25,233,Regular
16344,158,4,842.42,333,Regular
16846,50,3,842.41,433,Regular
17638,647,2,842.4,123,Regular
16810,192,2,842.0400000000001,223,Regular
14862,25,2,841.1999999999999,423,Regular
12891,185,11,840.5,353,Regular
13169,63,3,840.08,333,Regular
18247,414,3,839.73,133,Regular
13940,17,4,839.14,533,Regular
17332,528,5,838.27,143,Regular
16264,438,2,837.53,123,Regular
14037,176,6,836.95,343,Regular
15832,254,1,836.79,223,Regular
14929,32,2,836.69,423,Regular
13795,388,4,836.3,233,Regular
16747,37,2,836.06,423,Regular
13386,414,2,835.46,123,Regular
14556,596,3,835.34,133,Regular
16737,53,2,835.1999999999999,423,Regular
15190,434,1,834.4399999999999,123,Regular
16644,177,2,833.78,323,Regular
12903,428,1,833.53,123,Regular
13175,582,2,831.45,123,Regular
15766,64,3,831.0600000000001,333,Regular
15759,218,7,830.9300000000001,243,Regular
17003,402,4,830.16,233,Regular
14851,23,3,829.41,433,Regular
12730,521,1,829.25,123,Regular
13544,39,6,829.0,443,Regular
16469,23,5,828.91,443,Regular
12953,9,2,828.8100000000001,523,Regular
15617,396,3,828.5500000000001,233,Regular
13681,17,4,827.83,533,Regular
17045,113,5,827.6800000000001,343,Regular
15945,365,4,827.27,233,Regular
16246,459,2,827.25,123,Regular
12792,256,2,827.01,223,Regular
12461,94,2,826.88,323,Regular
12781,63,2,826.74,323,Regular
16494,296,1,826.53,223,Regular
16869,22,4,825.42,433,Regular
15006,51,2,825.14,423,Regular
17880,364,3,824.9200000000001,233,Regular
13513,126,3,824.59,333,Regular
14260,471,3,824.28,133,Regular
15137,520,2,823.4,123,Regular
15847,38,5,822.57,443,Regular
16164,17,3,822.48,533,Regular
16680,43,3,821.45,433,Regular
13893,297,1,821.1,223,Regular
15314,199,3,820.4499999999999,233,Regular
17952,378,4,819.61,233,Regular
16135,262,2,819.45,223,Regular
17683,385,3,819.01,233,Regular
13612,632,1,818.29,123,Regular
13595,516,3,818.22,133,Regular
14890,253,3,817.25,233,Regular
14872,483,3,816.6,133,Regular
13514,73,4,815.9,333,Regular
15399,1,3,815.77,533,Regular
16460,28,3,814.72,433,Regular
14656,169,5,814.65,343,Regular
13811,183,3,814.5,333,Regular
12763,138,2,814.16,323,Regular
16658,368,6,814.07,243,Regular
14624,57,6,814.07,443,Regular
16621,51,4,813.48,433,Regular
15644,166,4,813.0,333,Regular
18084,16,3,812.93,533,Regular
17194,273,3,812.5,233,Regular
17251,362,3,812.4300000000001,233,Regular
16624,80,2,810.5699999999999,323,Regular
13637,52,3,810.5,433,Regular
16958,435,1,809.44,123,Regular
13045,99,3,808.92,333,Regular
17114,5,8,808.62,543,Regular
17817,4,6,807.85,543,Regular
15533,19,3,807.5699999999999,433,Regular
17495,7,3,806.72,533,Regular
15952,33,4,806.57,433,Regular
12797,365,2,806.11,223,Regular
12632,520,2,804.88,123,Regular
18248,122,2,804.02,323,Regular
15921,172,4,802.11,333,Regular
15831,58,3,801.76,433,Regular
18265,72,2,801.51,323,Regular
16806,103,4,801.49,333,Regular
16127,39,2,801.3100000000001,423,Regular
13415,472,4,800.67,133,Regular
17023,417,3,800.18,133,Regular
13980,60,5,799.92,343,Regular
13720,116,4,799.9,333,Regular
13041,450,4,799.13,133,Regular
17255,40,4,799.13,433,Regular
16952,109,5,798.78,343,Regular
16438,5,5,798.35,543,Regular
17801,451,3,798.3299999999999,133,Regular
15309,610,4,797.96,133,Regular
13389,11,3,797.96,533,Regular
17281,374,6,797.8499999999999,243,Regular
15637,52,5,797.59,443,Regular
16155,381,5,796.9,243,Regular
15396,112,2,796.38,323,Regular
15872,14,4,795.68,533,Regular
16720,26,3,795.48,433,Regular
13336,77,1,795.12,323,Regular
16961,116,3,794.56,333,Regular
17212,253,3,794.41,233,Regular
14690,44,4,794.33,433,Regular
18034,21,3,793.7,433,Regular
16679,366,3,793.06,233,Regular
13296,137,6,792.51,343,Regular
14022,225,2,792.15,223,Regular
16250,261,3,791.38,233,Regular
14976,57,7,790.86,443,Regular
13484,241,3,790.72,233,Regular
13016,73,3,789.89,333,Regular
12923,64,3,789.87,333,Regular
16759,7,3,789.79,533,Regular
16472,434,2,789.6,123,Regular
13598,47,5,789.59,443,Regular
15448,312,2,788.81,223,Regular
14557,85,1,788.38,323,Regular
13212,19,3,788.08,433,Regular
14513,100,6,788.01,343,Regular
13323,3,5,787.85,543,Regular
16468,74,3,787.52,333,Regular
14463,98,4,786.5699999999999,333,Regular
12628,4,3,786.46,533,Regular
16739,176,2,786.43,323,Regular
16972,382,2,786.25,223,Regular
13770,422,4,785.37,133,Regular
13541,427,2,785.25,123,Regular
15714,11,5,784.8100000000001,543,Regular
15806,46,3,784.58,433,Regular
15743,16,4,784.46,533,Regular
17387,19,2,784.11,423,Regular
12761,457,2,782.95,123,Regular
16836,39,4,782.37,433,Regular
13453,165,3,781.6899999999999,333,Regular
13287,603,3,781.59,133,Regular
15679,24,4,781.28,433,Regular
15239,10,2,780.59,523,Regular
13502,16,5,780.5,543,Regular
15246,238,3,780.4,233,Regular
17691,358,4,780.0500000000001,233,Regular
18228,56,2,779.9,423,Regular
12735,315,2,779.5699999999999,223,Regular
12504,18,4,779.05,533,Regular
13781,250,3,778.83,233,Regular
14815,36,2,778.5,423,Regular
17482,487,2,778.19,123,Regular
16505,31,1,777.6,423,Regular
13563,84,2,777.53,323,Regular
13745,162,2,777.36,323,Regular
15837,64,2,777.01,323,Regular
15794,736,2,777.0,123,Regular
15618,32,4,776.851,433,Regular
14997,46,4,776.6,433,Regular
15092,215,3,776.46,233,Regular
18112,12,4,775.96,533,Regular
13314,1,3,775.94,533,Regular
13341,260,1,775.85,223,Regular
14234,22,4,775.46,433,Regular
16447,135,3,775.14,333,Regular
15414,9,3,774.9000000000001,533,Regular
17889,212,7,774.87,243,Regular
15773,5,2,774.52,523,Regular
18058,9,3,774.06,533,Regular
14838,423,2,773.6700000000001,123,Regular
16565,364,4,773.05,233,Regular
15075,77,1,773.03,323,Regular
14247,278,5,772.66,243,Regular
12965,89,1,771.91,323,Regular
14104,154,5,771.58,343,Regular
14998,170,4,770.73,333,Regular
14413,362,4,770.37,233,Regular
15988,19,3,770.09,433,Regular
16480,75,1,769.29,323,Regular
16978,77,3,768.88,333,Regular
13356,80,1,768.24,323,Regular
15331,499,3,767.91,133,Regular
13712,246,2,766.42,223,Regular
12991,23,3,764.82,433,Regular
15908,490,2,764.57,123,Regular
13699,155,2,764.15,323,Regular
16602,36,2,763.33,423,Regular
17466,10,2,763.28,523,Regular
16392,269,3,763.05,233,Regular
15428,15,4,762.75,533,Regular
16892,1,7,762.1,543,Regular
14883,18,6,761.59,543,Regular
17425,19,2,759.17,423,Regular
18246,23,3,758.8199999999999,433,Regular
15568,2,3,758.29,533,Regular
17979,35,4,757.71,433,Regular
17461,22,3,757.46,433,Regular
16262,378,1,755.15,223,Regular
18104,37,1,754.64,423,Regular
17141,418,4,754.33,133,Regular
17579,4,4,753.28,533,Regular
13730,135,2,752.6,323,Regular
13070,192,4,751.7,233,Regular
14923,50,1,749.1,423,Regular
14048,305,3,748.69,233,Regular
15656,45,4,748.5,433,Regular
14942,401,4,746.56,233,Regular
14050,31,2,746.36,423,Regular
16465,420,2,746.24,123,Regular
18190,192,5,745.62,243,Regular
14228,437,3,745.5,133,Regular
13950,11,4,745.06,533,Regular
13236,24,2,744.85,423,Regular
12871,84,3,744.02,333,Regular
13354,71,1,743.53,323,Regular
13713,408,3,743.26,233,Regular
17038,30,2,743.17,423,Regular
16730,52,3,743.11,433,Regular
15420,434,6,743.0,143,Regular
14302,430,3,742.9000000000001,133,Regular
17005,470,2,742.36,123,Regular
12465,17,2,742.1899999999999,523,Regular
15720,24,2,741.92,423,Regular
18275,578,2,741.85,123,Regular
13721,36,2,741.54,423,Regular
12603,21,1,739.1999999999999,423,Regular
15922,373,1,739.0,223,Regular
15462,94,4,737.05,333,Regular
16075,502,2,736.9300000000001,123,Regular
13780,7,3,735.82,533,Regular
15045,151,2,735.66,323,Regular
12527,81,5,735.51,343,Regular
17430,32,4,735.17,433,Regular
13286,600,1,734.91,123,Regular
15938,112,9,734.81,353,Regular
17756,375,3,733.7,233,Regular
17964,31,2,733.46,423,Regular
17615,130,6,733.2,343,Regular
12537,408,1,732.94,223,Regular
13575,23,5,732.0699999999999,443,Regular
17825,598,4,731.96,133,Regular
17548,233,4,731.26,233,Regular
17681,597,5,731.1999999999999,143,Regular
17999,37,3,730.9,433,Regular
14778,127,2,730.86,323,Regular
13921,402,4,730.7,233,Regular
17834,414,2,730.47,123,Regular
13452,259,3,729.8,233,Regular
12925,4,3,729.3299999999999,533,Regular
18163,584,1,728.84,123,Regular
12786,609,1,728.5,123,Regular
17547,375,2,727.85,223,Regular
17374,218,3,727.11,233,Regular
12519,63,2,726.54,323,Regular
12723,3,5,725.07,543,Regular
18187,631,1,724.89,123,Regular
13729,435,3,724.73,133,Regular
14798,52,8,724.31,443,Regular
17572,71,10,723.01,353,Regular
15368,21,2,722.74,423,Regular
13264,442,1,722.5600000000001,123,Regular
17561,19,4,722.34,433,Regular
13057,530,3,722.09,133,Regular
13441,91,2,720.9,323,Regular
16023,46,3,719.81,433,Regular
14179,40,2,719.78,423,Regular
16415,44,3,719.44,433,Regular
13537,425,2,717.85,123,Regular
13604,658,1,717.62,123,Regular
16269,437,1,717.57,123,Regular
12573,227,5,717.41,243,Regular
12890,24,2,717.27,423,Regular
16526,171,2,717.21,323,Regular
15274,4,2,716.57,523,Regular
12535,91,2,716.35,323,Regular
16274,373,1,715.9,223,Regular
12492,63,3,715.21,333,Regular
15330,32,2,714.96,423,Regular
17051,194,4,714.39,233,Regular
13512,260,4,713.39,233,Regular
14026,470,2,713.11,123,Regular
13147,10,4,712.8000000000001,533,Regular
17761,32,1,712.78,423,Regular
14470,11,3,712.04,533,Regular
15127,65,2,711.5,323,Regular
16885,15,4,710.74,533,Regular
13103,39,3,709.64,433,Regular
13927,74,2,708.26,323,Regular
12485,529,1,708.1,123,Regular
14398,401,2,707.79,223,Regular
16449,197,2,707.69,223,Regular
12453,134,1,707.09,323,Regular
13626,252,2,707.04,223,Regular
16364,11,2,707.04,523,Regular
16309,106,2,706.57,323,Regular
17976,372,1,706.38,223,Regular
14880,77,3,706.19,333,Regular
16015,3,3,705.39,533,Regular
16882,66,3,705.12,333,Regular
12612,74,1,704.0400000000001,323,Regular
12883,24,4,703.47,433,Regular
18082,25,1,703.37,423,Regular
15103,31,2,703.36,423,Regular
15901,16,7,703.22,543,Regular
14699,214,4,702.6,233,Regular
16997,288,3,702.0,233,Regular
14324,409,2,701.61,223,Regular
13833,159,2,701.36,323,Regular
14356,79,2,701.23,323,Regular
17163,21,4,699.78,433,Regular
13242,112,7,699.4,343,Regular
16018,39,4,698.13,433,Regular
15053,4,3,697.79,533,Regular
14497,309,2,697.0600000000001,223,Regular
13596,5,2,697.04,523,Regular
15700,172,2,696.68,323,Regular
15995,414,1,696.19,123,Regular
16704,618,2,695.66,123,Regular
14959,64,4,695.42,333,Regular
13101,234,4,695.4,233,Regular
14111,14,4,692.85,533,Regular
17733,38,2,692.19,423,Regular
12817,281,3,690.98,233,Regular
15184,29,4,689.95,433,Regular
16545,164,2,689.82,323,Regular
17502,9,4,689.1,533,Regular
15361,361,4,689.07,233,Regular
12837,173,2,688.41,323,Regular
12450,156,5,688.2,343,Regular
18017,81,4,688.0,333,Regular
17962,142,4,687.42,333,Regular
16343,16,3,687.0699999999999,533,Regular
14809,621,2,686.76,123,Regular
15880,369,1,686.56,223,Regular
13898,325,2,686.4,223,Regular
16824,15,3,686.24,533,Regular
17935,138,7,686.14,343,Regular
12658,18,1,686.05,523,Regular
15257,283,2,685.9,223,Regular
15219,176,2,685.45,323,Regular
18123,24,3,684.59,433,Regular
13585,530,3,684.54,133,Regular
16495,3,3,684.41,533,Regular
15669,40,4,684.34,433,Regular
16601,40,3,684.25,433,Regular
15207,416,3,683.9200000000001,133,Regular
17874,185,6,683.46,343,Regular
14222,177,1,683.17,323,Regular
15582,24,3,682.9100000000001,433,Regular
13987,379,2,682.54,223,Regular
12601,189,6,681.26,243,Regular
12478,3,1,680.99,523,Regular
18271,609,2,680.85,123,Regular
13524,40,5,680.1800000000001,443,Regular
13809,305,3,679.7,233,Regular
14151,673,2,679.45,123,Regular
13430,18,2,679.45,523,Regular
14563,509,2,679.4399999999999,123,Regular
17782,382,2,679.02,223,Regular
16646,449,1,678.8,123,Regular
14182,443,4,678.77,133,Regular
13925,92,4,678.25,333,Regular
13974,49,2,677.72,423,Regular
13040,8,2,676.99,523,Regular
17462,60,2,675.69,323,Regular
13325,81,1,675.3,323,Regular
13355,122,1,674.7,323,Regular
13951,176,3,674.45,333,Regular
15562,351,3,673.38,233,Regular
14504,47,4,673.26,433,Regular
18121,149,2,673.1,323,Regular
16648,42,3,672.8,433,Regular
16226,203,5,672.1700000000001,243,Regular
17011,30,3,671.7,433,Regular
17709,169,5,671.01,343,Regular
13398,192,2,670.34,223,Regular
17418,42,3,670.0600000000001,433,Regular
13741,71,3,668.4300000000001,333,Regular
16268,71,2,667.65,323,Regular
13217,122,4,666.48,333,Regular
17777,24,3,665.86,433,Regular
17105,159,2,665.78,323,Regular
14452,10,4,665.59,533,Regular
16056,45,1,664.85,423,Regular
16132,544,2,664.1999999999999,123,Regular
15643,191,3,664.0,233,Regular
14720,5,3,663.8100000000001,533,Regular
13474,236,3,663.79,233,Regular
16573,84,2,663.61,323,Regular
15350,373,2,663.25,223,Regular
17852,11,5,663.21,543,Regular
17371,17,6,662.55,543,Regular
13864,386,1,662.4000000000001,223,Regular
16862,547,4,662.33,133,Regular
14425,434,3,661.39,133,Regular
13028,22,2,661.3199999999999,423,Regular
12386,337,2,660.8,223,Regular
16887,35,3,660.72,433,Regular
13820,418,3,660.65,133,Regular
17375,199,4,660.55,233,Regular
16428,413,3,660.28,133,Regular
14603,274,1,660.0,223,Regular
15405,189,2,659.84,223,Regular
15492,28,2,659.4599999999999,423,Regular
13518,85,1,659.4399999999999,323,Regular
13759,33,2,659.41,423,Regular
13622,696,1,658.95,123,Regular
14150,35,2,658.64,423,Regular
17779,21,3,658.57,433,Regular
13433,501,4,658.3199999999999,133,Regular
15715,555,5,658.02,143,Regular
16696,135,4,657.9000000000001,333,Regular
15648,204,2,657.35,223,Regular
17459,43,2,657.3,423,Regular
16157,15,3,656.69,533,Regular
16708,45,1,656.63,423,Regular
14558,654,3,655.5,133,Regular
16117,189,3,654.4,233,Regular
